Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Labels
Commissariat de police d'Argenteuil,"Malheureusement le temps d attente était très long. Parcontre, officier de police judiciaire chez qui j’ai déposé plainte était très sympathique","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Neutre
Commissariat de police d'Argenteuil,"Je suis sans voix pour la première fois que je laisse un commentaire.Les gens sont sympas bien organisés, souriants et surtout  à l'écoute. Je me sentais en sécurité. Merciii infiniment","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Commissariat de police d'Argenteuil,"Une bande de bras cassés au service de la société ! Éviter d'aller sonner chez eux, moins ils ont de travail mieux ils se portent, vous leur rendrez service !","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,"la provocation et de la mal traitance, ne respect pas l'article 5 ça mérite mois de 0 , personnelle en dehors de la réalité on se demande de quelle village sont venu  !! La plus nulle police d'Ile de France","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,5 étoile !!!! Vous y aller une foi pour déposer plainte; plus jamais vous y retourner...une journée  d attente pour 3ligne à écrire.bravo...,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Commissariat de police d'Argenteuil,Attendu presque 2h pour poser une main courante qui a été minimisé alors que mon problème est sérieux ! Allez ailleurs,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,Au secours dépôt d une plainte arrivée à 17h00 toujours pas passé à 20h00 pas d heure communiquée de passage,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,"Superbe accueil, politesse et professionnalisme sont au rendez-vous

Il manque juste le café, belle hôtel de police en tout cas.","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Commissariat de police d'Argenteuil,"Ils répondent jamais au téléphone et ils se permettent de me couper, arrêtez de croire que vous êtes au dessus des lois redescendez un peu, le peuple est roi","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,"attention ils font des bavures une vraie milice
Très grave!!! Et inadmissible","21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,Attente infernale ont nous traite comme des animaux,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Commissariat de police d'Argenteuil,Abus de pouvoir. Contrôle abusif au faciès ! N’ont strictement rien à faire de leurs journées.,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,RENDEZ NOUS MOURAD,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,Fuyez ces gens !,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,Le summum de l'incompétence,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de police d'Argenteuil,Une honte ...,"21 Av. du Marechal Foch, 95100 Argenteuil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Policiers très sympa, compréhensifs et généreux.
Je les ai croisé en rentrant du gala de fin d'année en Vélib avec mon amis.
Ils se sont assuré de notre sécurité parfaitement et ont partagés quelques blagues aves nous.

Brigade excellente 👌👌","98 Rue Sartoris, 92250 La Garenne-Colombes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Hormis un peu d'attente, l'accueil et la réception de ma plainte (Gardien Quentin) s'est très bien passée, avec bienveillance et écoute.","98 Rue Sartoris, 92250 La Garenne-Colombes",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Je remercie tout particulièrement la personne qui m'a reçu ce soir en cette période si pénible que je traverse. Personne très compétente, et à l'écoute. Professionnalisme à la hauteur, surtout dans une période aussi difficile que nous traversons tous. Un grand merci.","98 Rue Sartoris, 92250 La Garenne-Colombes",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Grand merci aux équipes. J’ai téléphoné et eu des renseignements précis.
Je me suis rendue sur place : accueil parfait, renseignements utiles, dépôt de plainte rapide, empathie des équipes. Re- merci","98 Rue Sartoris, 92250 La Garenne-Colombes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Accueil très efficace, gentil et sans attente. J'ai pu valider ma procuration électorale en moins de 5 minutes, en étant très bien reçue. Merci!","98 Rue Sartoris, 92250 La Garenne-Colombes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,oui oui toi …,"98 Rue Sartoris, 92250 La Garenne-Colombes",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Direction Zonale de la Police aux Frontières,Lina plein de cœur de ma part😄❤️❤️ …,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Direction Zonale de la Police aux Frontières,Bonsoir bravo très belle l'équipe de deux la paf,"19 Rue de Marquillies, 59000 Lille",il y a 5 jours, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,"Bonjour
Je suis venu car la fourrière a pris ma voiture !  J’étais très énervée
Mais l’équipe de police a su être compréhensive. Notamment la femme a l’accueil qui était très rassurante ainsi que son collègue.
Merci , il faudrai plus de policiers muni de cette compétence
Je recommande","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,Ils ont le permis de conduire ? Car se faire rentrer dedans par l'arrière alors qu'on est à l'arrêt dans un embouteillage visible sur plusieurs km par un véhicule de ce commissariat qui est en pleine accélération. Les policiers qui vous …,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Pour mettre des amandes, il y a du monde mais pour prendre une déposition de plainte, le lendemain dune operation au ventre car on ma volé les roues de ma voitures, il ny a plus personne. Remplacer ce commisariat par quelques chose de plus utile.","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Je les porte dans mon cœur ❤
Je suis à présent sur ma réserve 🙏
En effet,  victime d'un geste odieux effectué par une IDE ; Lors de mon …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,"Bon et bien après une attente de 24 min au téléphone, je lâche l'affaire. On recherche mon correspondant, il doit être bien caché. En même temps, à la voix saoulée de la femme qui a répondu j'aurais dû me douter qu'on me mettrait en attente.....dans le vide. Merci à vous.","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Le service est à revoir ! Lors de leurs dernier passage à mon domicile ils ont manqué de courtoisie et n’ont pas hésité à faire usage de la force.
Le transport vers leurs locaux a été très désagréable avec des insultes et des …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Je suis venue en tant que victime, j’ai été super bien accueilli, toutes les personnes à qui j’ai parlé ont été super bienveillants, l’OPJ était une femme et ça fait vraiment du bien. Je me suis vraiment senti aidée, conseillée et protégée, merci","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,"Des policiers qui n'hésitent pas à venir brutaliser un patient cardiaque sur le point d'être opéré du cœur, au sein même de l'hôpital Henri Mondor pour un simple malentendu et vouloir le mettre en garde à vue. Du jamais vu.  ils n'ont pas …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Ne jamais vous présentez sans une convocation officielle dans ce commissariat,  par téléphone on vous dit de vous présentez pour tel motif  et finalement ce n'est pas pour cela, on vous ment. Vos droits sont bafoués, une honte. Les …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Ce commissariat mérite zéro étoile. Après un cambriolage, sous le choc, je suis partie porter plainte. Refus de la part d'une jeune policière qui m'a bien fait comprendre que je dérangeais, en pleine discussion avec ses collègues pendant …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Je mets une étoile car on peut pas mettre 0  mais on se demande si c est bien un commissariat vu comment certain fonctionnaires parle aux personnes .,Je viens samedi pour un dépot de plainte pour un vol avec violence sur mineur on me dit de …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Impossible de déposer une plainte dans ce commissariat ! Je vis à Créteil depuis de nombreuses années et malheureusement il y a de la délinquance. Que ce soit pour un tapage nocturne, du harcèlement téléphonique, des violences, etc... Ils …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Policiers sympathique, rapide et efficace, ma voiture a été vandaliser et ils sont venu tout de suite je n’ai même pas attendu 5 minutes. Je suis réellement content que mon image de la police que j’ai depuis tout petit reste la même, des héros 👍🏽 …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,"Pire commissariat ! La meuf la blonde qui ressemble à un mec je sais pas elle se prend pour qui, menottes trop serrer, utilise la force toute temps, c’est degeulasse à part 2/3 personnes sympathique là bas les autres ne veulent rien savoir","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Tres mauvaise experience. Lors d'une visite à la commissariat il y avait 3 policiers qui se moquait de moi à cause de mes cheveux longues en m'appallant ""madame"". …","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,Bons professionnels. ...malgre la charge de travail et peu de personnel. Les agents font bien leur travail et j ai eu un suivi par téléphone. .. donc appréciable. MERCI ET BRAVO,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 10 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,"Des fonctionnaires payés par le contribuable... Rien de plus.
Il faut un niveau maternelle pour entrer dans ce truc.","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"je remercie l'équipe qui m'a secondé après le décès de mon papa le 16 Juillet 2019, beaucoup plus réconfortante que les pompiers qui ne voulaient pas faire venir le SAMU mais SOS Médecins ""qui ne se déplace pas pour les morts"" dixit à moi même et l'officier de police au téléphone","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,"Commissariat peu compétent et impoli. Pas de bonjour, agressivité dans la voix. Bref, un commissariat à éviter.","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,Garde à vue de luxe on m’a offert un kebab de chez Seda toilette confortable et les policières sont délicieuses l’as bas j’y retournerais un de ses quatre,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,Ne recommande pas du tout personnel qui prend trop la confiance,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 10 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"La veille des élections européennes, j'apprends par le maire de mon village que les agents n'ont pas tamponné ma demande de procuration et est donc irrecevable.","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,"Totalement incompétent zéro empathie
Juste bon a faire la circulation devant leurs commissariat","11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,dommage que les victimes soit devenue le contraire de nos jours,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Neutre
Police Nationale - Direction Départementale,Je vous remercie pour votre intervention.,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,Super expérience !,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale - Direction Départementale,Ce commissariat déshonneur la république...,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale - Direction Départementale,🖕🏿🖕🏿🖕🏿 …,"11 Bd Jean Baptiste Oudry, 94000 Créteil",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Neutre
Commissariat de Police Nationale,"Agents très aimables, qui donnent bcp de renseignements.
Ils ne sont pas responsables, mais à cause des lois, et des contraintes que cela entraînent pour les agents  et les citoyens, il est difficile de se faire entendre.
Mais une fois de plus, ce n'est pas la faute des agents mais celle des lois, c'est pourquoi je mets 3 étoiles, sinon pour les agents je donne 5 étoiles.","44 Bd Charles de Gaulle, 95110 Sannois",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Neutre
Commissariat de Police Nationale,"J’ai appelé 2 fois la police de Sannois, j’ai attendu 3h et ils ne sont jamais venus.
On voit sur les commentaires plus bas que c’est pas la 1ere fois","44 Bd Charles de Gaulle, 95110 Sannois",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Commissariat de Police Nationale,"Bonjour, je remercie pour votre intervention rapide (accident de voie publique) et votre écoute. Merci","44 Bd Charles de Gaulle, 95110 Sannois",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Commissariat de Police Nationale,"Très agréablement surpris par l’accueil et le professionnalisme du monsieur de l’accueil a l’écoute et bienveillant, sans oublier la policière qui m’a reçu elle était vraiment au top .
Merci beaucoup et ne changez rien","44 Bd Charles de Gaulle, 95110 Sannois",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Suite a un vol de voiture j’ai contacté la police par voie téléphonique au milieu de la nuit, ils ont su me rassurer en gardant un contact constant quand je suis allée les voir immédiatement.

Accueil très aimable quand je suis arrivé dans les locaux, formalités bien expliquées et rapides. La voiture a été retrouvée très rapidement, donc une aide précieuse, efficace et très pro en utilisant toutes les moyens a leur disposition.","1 Pl. du Moutier, 92150 Suresnes",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Dépôt de plainte trop compliqué : je dépose une pré-plainte pour vol puis on me retéléphone, mais les horaires sont des horaires de bureau et puisque je travaille moi même je ne peux pas fixer un rdv. Donc un agent me dit de venir samedi, …","1 Pl. du Moutier, 92150 Suresnes",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"J’ai voulu déposer plainte, on me dit qu’il est impossible de prendre la plainte et qu’il faut faire la démarche en ligne. Je dépose une pre plainte le 13 décembre 2021 n’ayant pas de nouvelle de la part du commissariat je les appelles et …","1 Pl. du Moutier, 92150 Suresnes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"La police nationale de Suresnes est une catastrophe très agressive. J ai 37 ans gérant de société, jamais commis d acte de délinquance j ai malheureusement subit une bavure policière: menotté jusqu au sang et cela volontairement, une grosse …","1 Pl. du Moutier, 92150 Suresnes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Nous sommes un couple fin de 20aine , nous avons ce samedi 7 (ou plutôt dimanche 8 vers 5h du matin ) été suivie et menacé par 3 individus dans une camionnette,  à deux pas du commissariat. Nous sommes allés les voir expliquant la …","1 Pl. du Moutier, 92150 Suresnes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Neutre
Police Nationale,"On fait quoi quand les feux d'artifice pète en plein centre ville à 2 pas du commissariat ???
Enfin faut dire que vous n'etes pas bien soutenu non plus ...  Bon courage","1 Pl. du Moutier, 92150 Suresnes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,Nous avons essayer de porter plainte ce jour à 13:33 (Sam 27/06/2020) et nous avons eu la réponse suivante : nous ne prenons pas de plainte le week-end et qu'importe le motif... . Les plaintes sont uniquement du lundi au vendredi de 08:30 à …,"1 Pl. du Moutier, 92150 Suresnes",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Allez la bas si vous avez besoin de rien
Un accueil pitoyable
Merci nos impôts","1 Pl. du Moutier, 92150 Suresnes",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Ils attendent qu'il y ait un truc grave pour agir. Mais bon, on va pas nier, c'est comme ça partout.","1 Pl. du Moutier, 92150 Suresnes",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,Accueil téléphonique très condescendant.... vraiment navrant.,"1 Pl. du Moutier, 92150 Suresnes",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"I went there  around 10pm to report something.
The police on duty told me he couldn’t hear me or do anything because there were only 2 !!","1 Pl. du Moutier, 92150 Suresnes",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Personnel incompetent qui refuse de prendre les plaintes même pour un abandon d'enfant de moins de 12ans...ne savent que se plaindre.
Incapable de prendre en charge une simple plainte et essaye de se faire passer pour des victimes abandonnes du système...
Ville tres tranquille donc je ne comprends pas leur mauvaise volonté et leur allergie à faire leur travail qui ne demande pourtant pas trop d'effort sans une ville si calme que courbevoie...","9 Rue Auguste Beau, 92400 Courbevoie",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"• 5/10 pour l’arrestation
• 4/10 propreté des cellules
• 10/10 chef de poste …","9 Rue Auguste Beau, 92400 Courbevoie",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Enfin un commissariat où les gens sont écoutés ! Un grand merci au gardien de la paix qui a su trouver les mots pour me réconforter je n’oublierais jamais votre intervention.
Merci","9 Rue Auguste Beau, 92400 Courbevoie",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,Excellent accueil. Très bonne capacité d'écoute. Petits bémols : les policiers devraient rester impartiaux.. Même dans leur langage corporel.. Rouler des yeux pendant que je porte plainte n est pas tolérable et il faut savoir écrire correctement français (le procès verbal est bourré de fautes d'orthographe grossières),"9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Préfère insulter et discriminer qu'avoir un comportement adulte 🙄 ! J'ai été traiter d'handicapée, on a même demander a ma mère si je n'étais pas atteinte de trisomie ! Et on me dit que j'ai un souci psychiatrique parce que je leur ai dit gentillement que je ne souhaite pas leur parler ! Franchement a fuir ces incompétents ! …","9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,Je porte plainte pour délit fuite suite à un accident de voiture sur une place avec caméra. Il suffit juste d’aller voir la plaque d’immatriculation du chauffeur qui s’est enfuit à l’heure que j’ai indiqué. Sans suite. A quoi sert les impôts... mais en effet très bonne accueil lol,"9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Merci beaucoup de votre aide, je suis tombé sur des gens humains complétant.merci.","9 Rue Auguste Beau, 92400 Courbevoie",il y a 6 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Super ambiance, les animateurs sont geniaux. On a qu'une envie: revenir!!!","9 Rue Auguste Beau, 92400 Courbevoie",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Merci beaucoup pour votre accueil ,votre patience et votre empathie a 5h du matin pour plainte deli routier courage et force a vous","9 Rue Auguste Beau, 92400 Courbevoie",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Après 3 semaines d'attente pour venir signer un pré Dépôt de plainte effectué en ligne, je n'ai toujours pas a ce jour reçu de rendez vous pour venir le signer...","9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,J'ai été toujours bien accueilli et traité respectueusement ici,"9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,Intervention sur un incendie bien gérée et très efficace,"9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,Temp d’attente très long,"9 Rue Auguste Beau, 92400 Courbevoie",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,Franchement bien propre les cellules,"9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,Policier agréable et gentil !,"9 Rue Auguste Beau, 92400 Courbevoie",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Accueil un brin condescendant, de plus j'ai attendu 45min dans le froid suite à un dépôt de plainte parce qu'une personne mal intentionné a essayé de pénétrer a mon domicile avec mes propres clefs, j'explique les faits devant la porte d'entrée du commissariat et aucune question sur le malfrat ni sur les circonstances au lieu de ça j'ai eu le droit à une bonne Vieille leçon de morale hautaine sur ce qu'est réellement une éffraction. Finalement je dois attendre pour finalement me dire que le dossier ne peut pas être gérer ici.

Efficacité 10%
Merci a cet OPJ certainement débordés...Je ne vais pas mettre 1 étoile puisqu'on père fait parti du metier.

Force a vous.","22 Av. des Frères Lumière, 95240 Cormeilles-en-Parisis",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,J'ai juste appelé pour un renseignement. L'agent que j'ai eu au téléphone était tellement désagréable et pas du tout professionnel. C'était limite une faveur qu'il me faisait en me donnant un simple renseignement. Heureusement que c'était que ça.,"22 Av. des Frères Lumière, 95240 Cormeilles-en-Parisis",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Un bon professionnalisme de l'équipe et un bon accueil. Pensez à prendre rdv pour ne pas vous déplacer inutilement, car ils ont beaucoup de travail.","22 Av. des Frères Lumière, 95240 Cormeilles-en-Parisis",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Procuration faite en 5 mn, fonctionnaire accueillant souriant","22 Av. des Frères Lumière, 95240 Cormeilles-en-Parisis",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,Très bon accueil  et une écoute attentive,"22 Av. des Frères Lumière, 95240 Cormeilles-en-Parisis",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Accueil téléphonique agréable. J'appelais pour faire une procuration pour les élections.
Arrivée sur place : la personne qui répond à l'interphone n'est absolument pas agréable. On ne comprends pas tout et on se fait presque hurler dessus quand on rappelle pour comprendre.
Dedans : je vais directement m'assoir en salle d'attente comme hurlé par le Monsieur de l'interphone. Je comprends au bout de 10minutes qu'il faut que je me présente à l'accueil. Le monsieur de l'accueil a 3te très aimable. Merci a ce monsieur .
Validation rapide de la procuration preparee sur internet.","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,Il leur arrive de mettre leur sirène de voiture très tard le soir ou très tôt le matin. Pas sympa de réveiller toute la ville. …,"36 bis Rue Rivay, 92300 Levallois-Perret",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"J'ai appelé le 17 pour un tapage, le Monsieur était très sympathique et très bienveillant et m'a réorienter vers le commissariat de police de Levallois Perret,  une dame du dit commissariat m'a appelé pour avoir plus de précisions , je lui …","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Avis très positif (policiers hommes/femmes) J ai travaillé des années de par mon ancien métier avec la police ferroviaire(suge), police,SAMU,pompiers,(accidents de personnes/incivilités en gare,rackets,agressions....) Sur Levallois-Perret, …","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Intercepté à bord de mon véhicule par la BAC de Levallois en fin d’après-midi, l’opération s’est très bien passée. Brigade très professionnelle, respectueuse et respectable, je retournerai sans hésiter à Levallois afin de les recroiser.
À très vite !","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"D'habitude efficace mais hier jeunes policiers débutants pas très axés sur la psychologie, j'aurais souhaité des professionnels plus mûrs","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515,Neutre
Police Nationale,"Excellent accueil et efficace. A l'entrée, on m'a demandé l'objet de ma visite. A l'intérieur, tout était clairement exprimé.
Par téléphone, idem.","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Police Nationale,"Je l’impression de parler avec des animaux pas avec le force de l’ordre. Aucun respect, j’aimerai bien parler à ce jeune quand ils sont en civile)","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Femme hystérique au téléphone qui me raccroche au nez. Des rires au fond. Bref, un bon amusement pour la police de Levallois.","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Neutre
Police Nationale,"Etonnement c'était plutôt une bonne garde à vue, mention spéciale au cheeeeeef de poooooooste.","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Irréprochable. Procuration validée en 5 min et d'autres cas pris en charge en parallèle.
Merci !","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,Le commissariat le moins accueillant le moins accueillant du 92 (et j'en ai fait plusieurs étant plus jeune :-),"36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
