Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Processing,Labels,Topics
Commissariat de Police Nationale,Très très très très très désagréable ils vous prennent de haut de plus j’arrive à 17h30 ils m’ont dit il y a deux heures d’attente donc normalement je dois être pris un peu avant 20 heures je vais les voir à 20h après 2h30 d’attente me disent ah mais vous êtes pas partis laisser tomber y’a pas de rendez-vous avant minuit,"19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['très', 'très', 'très', 'très', 'très', 'désagréable', 'prennent', 'haut', 'plus', 'arrive', 'dit', 'deux', 'heures', 'attente', 'donc', 'normalement', 'dois', 'être', 'pris', 'peu', 'avant', 'heures', 'vais', 'voir', 'après', 'attente', 'disent', 'ah', 'partis', 'laisser', 'tomber', 'rendez', 'avant', 'minuit']",Négatif,très heures attente avant
Commissariat de Police Nationale,"A quand la télé en gav vous avez 1 génération de retard sur nos confrères néerlandais, mais kali le couscous micro-onde.","19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['quand', 'télé', 'gav', 'génération', 'retard', 'confrères', 'néerlandais', 'kali', 'couscous', 'micro', 'onde']",Négatif,quand télé gav génération
Commissariat de Police Nationale,Je suis venu ce dimanche matin pour déposer une plainte. L'officier de police ne m'a même pas laissé passer le sas estimant que ma plainte ne servirait à rien...invraisemblable,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['venu', 'dimanche', 'matin', 'déposer', 'plainte', 'officier', 'police', 'laissé', 'passer', 'sas', 'estimant', 'plainte', 'servirait', 'rien', 'invraisemblable']",Négatif,plainte venu dimanche matin
Commissariat de Police Nationale,"Incompétence grave, condescendance, impolitesse. Ce commissariat est composé d’une flopée d’individus manquant cruellement de professionnalisme, d’humanité, de respect et de compétence, ce qui est scandalisant sachant qu’ils sont censés être là pour servir la population....","19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['incompétence', 'grave', 'condescendance', 'impolitesse', 'commissariat', 'composé', 'flopée', 'individus', 'manquant', 'cruellement', 'professionnalisme', 'humanité', 'respect', 'compétence', 'scandalisant', 'sachant', 'censés', 'être', 'là', 'servir', 'population']",Négatif,incompétence grave condescendance impolitesse
Commissariat de Police Nationale,comissariat injoignable de semaine en weekend je tel de loin je suis victime depuis 3ans aucune nouvelle de mon affaire et quand je tel au service de policice tonnaliter et apres on me raccroche au nez merci pas serieux je suis ac 1200klm …,"19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['comissariat', 'injoignable', 'semaine', 'weekend', 'tel', 'loin', 'victime', 'depuis', 'ans', 'aucune', 'nouvelle', 'affaire', 'quand', 'tel', 'service', 'policice', 'tonnaliter', 'apres', 'raccroche', 'nez', 'merci', 'serieux', 'ac', 'klm']",Négatif,tel comissariat injoignable semaine
Commissariat de Police Nationale,"Une attente interminable dehors pour finir avec une attente interminable à l'intérieur, je suis sensé bosser dans 1h alors que ça fais 3h que j'attend et on le répond qu'il fallait que je prévois plus tôt que j'appel mon patron.. Et les gens autour de moi ne bosse pas mais ça change rien... Inadmissible.","19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['attente', 'interminable', 'dehors', 'finir', 'attente', 'interminable', 'intérieur', 'sensé', 'bosser', 'alors', 'ça', 'fais', 'attend', 'répond', 'fallait', 'prévois', 'plus', 'tôt', 'appel', 'patron', 'gens', 'autour', 'bosse', 'ça', 'change', 'rien', 'inadmissible']",Négatif,attente interminable ça dehors
Commissariat de Police Nationale,Pas possible de déposer plainte avec procuration ! Mon grand père qui saurais ça ce retournerais dans sa tombe,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['possible', 'déposer', 'plainte', 'procuration', 'grand', 'père', 'saurais', 'ça', 'retournerais', 'tombe']",Négatif,possible déposer plainte procuration
Commissariat de Police Nationale,Pas aimable si vous pouvez ne pas passer par la c’est mieux pour vous,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['aimable', 'si', 'pouvez', 'passer', 'mieux']",Négatif,aimable si pouvez passer
Commissariat de Police Nationale,Catastrophique beaucoup de policier sont malheureusement… des clowns. Si je pouvais mettre 0 étoile je le ferais,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['catastrophique', 'beaucoup', 'policier', 'malheureusement', 'clowns', 'si', 'pouvais', 'mettre', 'étoile', 'ferais']",Négatif,catastrophique beaucoup policier malheureusement
Commissariat de Police Nationale,"1 étoile pour clairement ne pas mettre 0...
Incompétences auprès du service ..aucunes compétences professionnelles","19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['étoile', 'clairement', 'mettre', 'incompétences', 'auprès', 'service', 'aucunes', 'compétences', 'professionnelles']",Négatif,étoile clairement mettre incompétences
Commissariat de Police Nationale,"Je ne peux rien dire sur le service à l'intérieur, car je suis parti après deux heures d'attente à l'extérieur, la file n'ayant pas avancé.","19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['peux', 'rien', 'dire', 'service', 'intérieur', 'car', 'parti', 'après', 'deux', 'heures', 'attente', 'extérieur', 'file', 'avancé']",Négatif,peux rien dire service
Commissariat de Police Nationale,Mauvais accueil et la nourriture n'est vraiment pas bonne,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['mauvais', 'accueil', 'nourriture', 'vraiment', 'bonne']",Négatif,mauvais accueil nourriture vraiment
Commissariat de Police Nationale,5h d'attente pour une plainte étant une personne fragile je trouve ça inacceptable et anormal...,"19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['attente', 'plainte', 'personne', 'fragile', 'trouve', 'ça', 'inacceptable', 'anormal']",Négatif,attente plainte personne fragile
Commissariat de Police Nationale,Ou ont etais eu les diplome chez kinder ???,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['etais', 'diplome', 'chez', 'kinder']",Négatif,etais diplome chez kinder
Commissariat de Police Nationale,Ne répond pas au téléphone un dimanche ! Honteux !!,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['répond', 'téléphone', 'dimanche', 'honteux']",Négatif,répond téléphone dimanche honteux
Commissariat de Police Nationale,Prise en charge beaucoup trop longue,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['prise', 'charge', 'beaucoup', 'trop', 'longue']",Négatif,prise charge beaucoup trop
Commissariat de Police Nationale,Délais d'attente interminables au téléphone....,"19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['délais', 'attente', 'interminables', 'téléphone']",Négatif,délais attente interminables téléphone
Commissariat de Police Nationale,J'aime pas la police,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['aime', 'police']",Négatif,aime police
Commissariat de Police Nationale,Je cherche barbe grise 😉 …,"19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['cherche', 'barbe', 'grise']",Négatif,cherche barbe grise
Commissariat de Police Nationale,Ne répond pas au téléphone.,"19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['répond', 'téléphone']",Négatif,répond téléphone
Commissariat de Police Nationale,Très mauvaise nuit.,"19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['très', 'mauvaise', 'nuit']",Négatif,très mauvaise nuit
Commissariat de Police Nationale,"Inutiles, comme souvent.","19 Rue de Marquillies, 59000 Lille",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['inutiles', 'comme', 'souvent']",Négatif,inutiles comme souvent
Commissariat de Police Nationale,Injoignable !,"19 Rue de Marquillies, 59000 Lille",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,['injoignable'],Négatif,injoignable
Commissariat de police de La Madeleine,"Parti faire une main courante, un gardien de la paix se permet de dire ce n'est pas une garderie j'ai des jumeaux et je suis dans l incapacité de les faire garder ! Où va-t-on !","24 Rue du Parc, 59110 La Madeleine",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,"['parti', 'faire', 'main', 'courante', 'gardien', 'paix', 'permet', 'dire', 'garderie', 'jumeaux', 'incapacité', 'faire', 'garder', 'où', 'va']",Négatif,faire parti main courante
Commissariat de police de La Madeleine,"Commissaire ou officier (femme) que j'ai eu au téléphone qui m'a raccroché au nez alors que je voulais lui transmettre les coordonnées d'un avocat pour le procès de mon père qui avait lieu le lendemain.
Je trouve ça limite de la part de quelqu'un qui est censé faire respecter les lois.","24 Rue du Parc, 59110 La Madeleine",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515,"['commissaire', 'officier', 'femme', 'téléphone', 'raccroché', 'nez', 'alors', 'voulais', 'transmettre', 'coordonnées', 'avocat', 'procès', 'père', 'lieu', 'lendemain', 'trouve', 'ça', 'limite', 'part', 'quelqu', 'censé', 'faire', 'respecter', 'lois']",Négatif,commissaire officier femme téléphone
Commissariat de police de La Madeleine,"A quand du changement dans ce commissariat au vu des mauvais avis?
Dépôt  de plainte en décembre 2021, 22/9/22, toujours aucune réponse ou suite. Chargé d’affaire toujours absent (arrêt /vacances ). Et plainte bloquée chez eux , je ne peux rien faire!!! Accueil téléphonique plus que désagréable… fuyez !","24 Rue du Parc, 59110 La Madeleine",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,"['quand', 'changement', 'commissariat', 'vu', 'mauvais', 'avis', 'dépôt', 'plainte', 'décembre', 'toujours', 'aucune', 'réponse', 'suite', 'chargé', 'affaire', 'toujours', 'absent', 'arrêt', 'vacances', 'plainte', 'bloquée', 'chez', 'peux', 'rien', 'faire', 'accueil', 'téléphonique', 'plus', 'désagréable', 'fuyez']",Négatif,plainte toujours quand changement
Commissariat de police de La Madeleine,"Accueil pitoyable. Je venais porter plainte, j'ai cru que c'était moi le coupable...","24 Rue du Parc, 59110 La Madeleine",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['accueil', 'pitoyable', 'venais', 'porter', 'plainte', 'cru', 'coupable']",Négatif,accueil pitoyable venais porter
Commissariat de police de La Madeleine,"Fuyez absolument ce lieu, la dame de l'acceuil est extrement irrespectueuse et à refusé de prendre notre plainte, ce qui est totalement illégal peu importe le motif.","24 Rue du Parc, 59110 La Madeleine",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,"['fuyez', 'absolument', 'lieu', 'dame', 'acceuil', 'extrement', 'irrespectueuse', 'refusé', 'prendre', 'plainte', 'totalement', 'illégal', 'peu', 'importe', 'motif']",Négatif,fuyez absolument lieu dame
Commissariat de police de La Madeleine,"Audission dans le cadre d'une plainte:
Que dire : Fonctionnaire non à l'écoute, donnant l'impression de prendre partie alors que la victime 1ère c'est moi. …","24 Rue du Parc, 59110 La Madeleine",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['audission', 'cadre', 'plainte', 'dire', 'fonctionnaire', 'non', 'écoute', 'donnant', 'impression', 'prendre', 'partie', 'alors', 'victime', 'ère']",Négatif,audission cadre plainte dire
Commissariat de police de La Madeleine,"Je souhaitais mettre 0 étoile mais ce n’est pas possible, accueil déplorable, le logiciel national en panne la dame nous a accueilli de la pire des manières, ne voulant pas prendre la plainte, tout en exagérant ses réactions, bref allez à Lille pour régler vos soucis","24 Rue du Parc, 59110 La Madeleine",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['souhaitais', 'mettre', 'étoile', 'possible', 'accueil', 'déplorable', 'logiciel', 'national', 'panne', 'dame', 'accueilli', 'pire', 'manières', 'voulant', 'prendre', 'plainte', 'exagérant', 'réactions', 'bref', 'allez', 'lille', 'régler', 'soucis']",Négatif,souhaitais mettre étoile possible
Commissariat de police de La Madeleine,Ne réponde pratiquement jamais  au téléphone et quand il réponde non chaleureux,"24 Rue du Parc, 59110 La Madeleine",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['réponde', 'pratiquement', 'jamais', 'téléphone', 'quand', 'réponde', 'non', 'chaleureux']",Négatif,réponde pratiquement jamais téléphone
Commissariat de police de Compiègne,Personel pluto agressif et peu gentil menotte trop serrer le repas est a revoir un bon kebab serait bien repas servit froid est qui pic le nez revoir le temp de sejour car 48h c beaucoup,"41 Rue Saint-Germain, 60200 Compiègne",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,"['personel', 'pluto', 'agressif', 'peu', 'gentil', 'menotte', 'trop', 'serrer', 'repas', 'revoir', 'bon', 'kebab', 'repas', 'servit', 'froid', 'pic', 'nez', 'revoir', 'temp', 'sejour', 'car', 'beaucoup']",Négatif,repas revoir personel pluto
Commissariat de police de Compiègne,"Accueille pas terrible, personnel pas très gentil menottes trop serré 🤷🏼‍♂️, une prises d' empreintes au top, chambre sale aucun ménage fait, officier vanne beaucoup trop à mon goût.
NE RECONSEILLE PAS DU TOUT 👎🏼 …","41 Rue Saint-Germain, 60200 Compiègne",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['accueille', 'terrible', 'personnel', 'très', 'gentil', 'menottes', 'trop', 'serré', 'prises', 'empreintes', 'top', 'chambre', 'sale', 'aucun', 'ménage', 'fait', 'officier', 'vanne', 'beaucoup', 'trop', 'goût', 'reconseille']",Négatif,trop accueille terrible personnel
Commissariat de police de Compiègne,"Si on pourrai rien mettre je mètrerai rien, J'ai appeler aujourd'hui pour mon mon fils en garde à vue et pouvoir parler à la personne qui s'occupe de son affaire et la je tombe sur une monsieur  qui me répond qu'il est majeur et vacciné l’es personnes sont très désagréables et de mauvaise fois  et le bâtiment insalubre","41 Rue Saint-Germain, 60200 Compiègne",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['si', 'pourrai', 'rien', 'mettre', 'mètrerai', 'rien', 'appeler', 'aujourd', 'hui', 'fils', 'garde', 'vue', 'pouvoir', 'parler', 'personne', 'occupe', 'affaire', 'tombe', 'monsieur', 'répond', 'majeur', 'vacciné', 'personnes', 'très', 'désagréables', 'mauvaise', 'fois', 'bâtiment', 'insalubre']",Négatif,rien personne si pourrai
Commissariat de police de Compiègne,"Un très grand manque d'aimabilité à l'accueil, peu de respect et de connaissances en communication...
Dommage qu'on ne peut pas mettre moins d'une étoile😕 …","41 Rue Saint-Germain, 60200 Compiègne",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['très', 'grand', 'manque', 'aimabilité', 'accueil', 'peu', 'respect', 'connaissances', 'communication', 'dommage', 'peut', 'mettre', 'moins', 'étoile']",Négatif,très grand manque aimabilité
Commissariat de police de Compiègne,"Ne reponde pas au tel après plus de 9 tentative qui sont tj raccroche
Et surtout pourquoi tourner autour d'un véhicule garé sur un parking pour prendre des notes et repartir sens rien expliquer n'y aucune amandes donc ma question pourquoi","41 Rue Saint-Germain, 60200 Compiègne",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['reponde', 'tel', 'après', 'plus', 'tentative', 'tj', 'raccroche', 'surtout', 'pourquoi', 'tourner', 'autour', 'véhicule', 'garé', 'parking', 'prendre', 'notes', 'repartir', 'sens', 'rien', 'expliquer', 'aucune', 'amandes', 'donc', 'question', 'pourquoi']",Négatif,pourquoi reponde tel après
Commissariat de police de Compiègne,"Accueil très mal aimable, très sale, cependant le policier qui a pris ma plainte était très gentil et aimable merci a lui et les forces de l’ordre","41 Rue Saint-Germain, 60200 Compiègne",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['accueil', 'très', 'mal', 'aimable', 'très', 'sale', 'cependant', 'policier', 'pris', 'plainte', 'très', 'gentil', 'aimable', 'merci', 'forces', 'ordre']",Négatif,très aimable accueil mal
Commissariat de police de Compiègne,"Très mal dormi , pas d'eau ni de toilettes, les petits gateau étaient bon cependant","41 Rue Saint-Germain, 60200 Compiègne",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['très', 'mal', 'dormi', 'eau', 'ni', 'toilettes', 'petits', 'gateau', 'bon', 'cependant']",Négatif,très mal dormi eau
Commissariat de police de Compiègne,C'est toujours tout une histoire pour enregistrer la moindre plainte les prétextes se multiplient et certaines affaires ne sont pas prit au sérieux ça n'avance   pas aucune écoute,"41 Rue Saint-Germain, 60200 Compiègne",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['toujours', 'histoire', 'enregistrer', 'moindre', 'plainte', 'prétextes', 'multiplient', 'certaines', 'affaires', 'prit', 'sérieux', 'ça', 'avance', 'aucune', 'écoute']",Négatif,toujours histoire enregistrer moindre
Commissariat de police de Compiègne,Une aimabilité digne d'un pittbull c'est pas étonnant que les gens s'attaque agent de l'institution national,"41 Rue Saint-Germain, 60200 Compiègne",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['aimabilité', 'digne', 'pittbull', 'étonnant', 'gens', 'attaque', 'agent', 'institution', 'national']",Négatif,aimabilité digne pittbull étonnant
Commissariat de police de Compiègne,"Pas aimable, incompetant , ne savent pas renseigner correctement. Un commissariat qui ne sert a rien","41 Rue Saint-Germain, 60200 Compiègne",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['aimable', 'incompetant', 'savent', 'renseigner', 'correctement', 'commissariat', 'sert', 'rien']",Négatif,aimable incompetant savent renseigner
Commissariat de police de Compiègne,Jason froment dans la rue secteurs intermarché. Nous a sortie un couteau.,"41 Rue Saint-Germain, 60200 Compiègne",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['jason', 'froment', 'rue', 'secteurs', 'intermarché', 'sortie', 'couteau']",Négatif,jason froment rue secteurs
Commissariat de Police Nationale,"On me brise la vitre de ma voiture sur Lille, je n’ai plus de voiture, ma famille est au Touquet. J’appelle le 17, on me confirme que je peux déposer plainte n’importe où.  Je rejoins ma famille tant bien que mal . J’arrive au commissariat …","91 Rue de Londres, 62520 Le Touquet-Paris-Plage",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['brise', 'vitre', 'voiture', 'lille', 'plus', 'voiture', 'famille', 'touquet', 'appelle', 'confirme', 'peux', 'déposer', 'plainte', 'importe', 'où', 'rejoins', 'famille', 'tant', 'mal', 'arrive', 'commissariat']",Négatif,voiture famille brise vitre
Commissariat de Police Nationale,Popo pomonproblem,"91 Rue de Londres, 62520 Le Touquet-Paris-Plage",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,"['popo', 'pomonproblem']",Négatif,popo pomonproblem
Police Nationale,"Menottes trop serré, seulement 9 mètre carré par chambre et sans mobilier. De plus, peu de hauteur sous plafond et les lacets y sont interdit! Personnel accueillant mais le plus grand avantage reste biensûr le prix! C’est gratuit 24h/24 et 7j/7.","19 Rue Paul Deviolaine, 02200 Soissons",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['menottes', 'trop', 'serré', 'seulement', 'mètre', 'carré', 'chambre', 'sans', 'mobilier', 'plus', 'peu', 'hauteur', 'sous', 'plafond', 'lacets', 'interdit', 'personnel', 'accueillant', 'plus', 'grand', 'avantage', 'reste', 'biensûr', 'prix', 'gratuit']",Négatif,plus menottes trop serré
Police Nationale,"Une voiture grise suv mentionnée police, s'arrête devant ma voiture pour prendre ma plaque en photo parce que j'étais garer le long d'une ligne jaune. Mon véhicule était en panne, plusieurs riverains mon aidé à la mettre là pour ne pas boucher la rue. Ils auraient pu au moins descendre... Du racket pur et simple !!! Bravo la police","19 Rue Paul Deviolaine, 02200 Soissons",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['voiture', 'grise', 'suv', 'mentionnée', 'police', 'arrête', 'devant', 'voiture', 'prendre', 'plaque', 'photo', 'parce', 'garer', 'long', 'ligne', 'jaune', 'véhicule', 'panne', 'plusieurs', 'riverains', 'aidé', 'mettre', 'là', 'boucher', 'rue', 'pu', 'moins', 'descendre', 'racket', 'pur', 'simple', 'bravo', 'police']",Négatif,voiture police grise suv
Police Nationale,"Il servent à rien quand on les appelle ces pions de la république ! Toujours à attendre que quelque chose de grave soit commis pour agir, quel blaireau sans compétences !","19 Rue Paul Deviolaine, 02200 Soissons",il y a 10 mois, Hauts-de-France,50.1024606,2.7247515,"['servent', 'rien', 'quand', 'appelle', 'pions', 'république', 'toujours', 'attendre', 'quelque', 'chose', 'grave', 'commis', 'agir', 'quel', 'blaireau', 'sans', 'compétences']",Négatif,servent rien quand appelle
Police Nationale,Pas capable de monter un rapport correct !!!!!!! Honteux ! Pensez à devenir boulanger ou fleuristes !,"19 Rue Paul Deviolaine, 02200 Soissons",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['capable', 'monter', 'rapport', 'correct', 'honteux', 'pensez', 'devenir', 'boulanger', 'fleuristes']",Négatif,capable monter rapport correct
Commissariat de Police Nationale,Franchement sortie boîte j ai demandé à ne pas avoir les menottes ils me les ont mises (mal pris) une fois en gav j ai pu decuver en toute sécurité j'étais bien enfermer aucune possibilité de m'échapper très bonne fermeté au niveau de la …,"2 Bd Gras Brancourt, 02000 Laon",il y a 1 mois, Hauts-de-France,50.1024606,2.7247515,"['franchement', 'sortie', 'boîte', 'demandé', 'avoir', 'menottes', 'mises', 'mal', 'pris', 'fois', 'gav', 'pu', 'decuver', 'toute', 'sécurité', 'enfermer', 'aucune', 'possibilité', 'échapper', 'très', 'bonne', 'fermeté', 'niveau']",Négatif,franchement sortie boîte demandé
Commissariat de Police Nationale,"J’ai fait une GAV dans ce poste il fait froid a manger ta sois couscous,poulet riz légumes et riz méditerranéen leur repas son grincheux puis quand je toque on vien me dire d’arrêter","2 Bd Gras Brancourt, 02000 Laon",il y a 6 mois, Hauts-de-France,50.1024606,2.7247515,"['fait', 'gav', 'poste', 'fait', 'froid', 'manger', 'couscous', 'poulet', 'riz', 'légumes', 'riz', 'méditerranéen', 'repas', 'grincheux', 'puis', 'quand', 'toque', 'vien', 'dire', 'arrêter']",Négatif,fait riz gav poste
Commissariat de Police Nationale,Ce soir appelle de la police prsq un homme était par terre en sang s'étant fait agresser sous les yeux de ça femme handicapé agresseur tjrs dans les parages. Police arrivé ont vue que c'était des personne sans domicile fixe . Ils ont fair …,"2 Bd Gras Brancourt, 02000 Laon",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,"['soir', 'appelle', 'police', 'prsq', 'homme', 'terre', 'sang', 'fait', 'agresser', 'sous', 'yeux', 'ça', 'femme', 'handicapé', 'agresseur', 'tjrs', 'parages', 'police', 'arrivé', 'vue', 'personne', 'sans', 'domicile', 'fixe', 'fair']",Négatif,police soir appelle prsq
Commissariat de Police Nationale,"On m’a dit que vous étiez nuls, mal poli, malveillant. Je confirme ! plutôt que de défendre les victimes vous préférez défendre vos amis qui sont agresseurs et que pour se faire entendre il faut écrire au procureur de la république ! Continuez à aller vous balader à noz pendant vos heures de travail.","2 Bd Gras Brancourt, 02000 Laon",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['dit', 'nuls', 'mal', 'poli', 'malveillant', 'confirme', 'plutôt', 'défendre', 'victimes', 'préférez', 'défendre', 'amis', 'agresseurs', 'faire', 'entendre', 'faut', 'écrire', 'procureur', 'république', 'continuez', 'aller', 'balader', 'noz', 'pendant', 'heures', 'travail']",Négatif,défendre dit nuls mal
Commissariat de Police Nationale,Ne font rien refusé de se déplacer,"2 Bd Gras Brancourt, 02000 Laon",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['font', 'rien', 'refusé', 'déplacer']",Négatif,font rien refusé déplacer
Commissariat de Police Nationale,Incompétents,"2 Bd Gras Brancourt, 02000 Laon",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,['incompétents'],Négatif,incompétents
Commissariat de Police Nationale,Sans commentaire,"2 Bd Gras Brancourt, 02000 Laon",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['sans', 'commentaire']",Négatif,sans commentaire
Commissariat de Police Nationale,Je ne comprends pas pourquoi les forces de l ordre n interviennent pas rue Josse van Robais une bande de jeunes mets de la musique à fond et poussent des cris cela fait plusieurs heures que ça dure,"36 Rue Boucher de Perthes, 80100 Abbeville",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,"['comprends', 'pourquoi', 'forces', 'ordre', 'interviennent', 'rue', 'josse', 'van', 'robais', 'bande', 'jeunes', 'mets', 'musique', 'fond', 'poussent', 'cris', 'cela', 'fait', 'plusieurs', 'heures', 'ça', 'dure']",Négatif,comprends pourquoi forces ordre
Commissariat de Police Nationale,"La plupart ce sentent supérieur à la population alors qu’il devrait pas ils font juste un boulot comme les autres et pas payé plus , aiment bien mettre des procès à des gens qui sont pas vraiment dangereux pour des choses bêtes comme mettre …","36 Rue Boucher de Perthes, 80100 Abbeville",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['plupart', 'sentent', 'supérieur', 'population', 'alors', 'devrait', 'font', 'juste', 'boulot', 'comme', 'autres', 'payé', 'plus', 'aiment', 'mettre', 'procès', 'gens', 'vraiment', 'dangereux', 'choses', 'bêtes', 'comme', 'mettre']",Négatif,comme mettre plupart sentent
Commissariat de Police Nationale,Je suis venue faire une déposition. Je ne me suis pas senti écoutée par la personne en face de moi et j'ai bien senti qu'elle me jugeait moi et mes décisions alors que j'étais fatiguée et choquée des événements. On aurait presque dit que j'avais mal agit.,"36 Rue Boucher de Perthes, 80100 Abbeville",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['venue', 'faire', 'déposition', 'senti', 'écoutée', 'personne', 'face', 'senti', 'jugeait', 'décisions', 'alors', 'fatiguée', 'choquée', 'événements', 'presque', 'dit', 'mal', 'agit']",Négatif,senti venue faire déposition
Commissariat de Police Nationale,Les chauffeurs sont arriver tôt le matin et n'était pas très aimable ils m'ont amener a mon hôtel je suis rentré dans ma chambre est sa senté le rat crever et de plus le lit était en béton armé de plus les animateurs tv m'en poser beaucoup …,"36 Rue Boucher de Perthes, 80100 Abbeville",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['chauffeurs', 'arriver', 'tôt', 'matin', 'très', 'aimable', 'amener', 'hôtel', 'rentré', 'chambre', 'senté', 'rat', 'crever', 'plus', 'lit', 'béton', 'armé', 'plus', 'animateurs', 'tv', 'poser', 'beaucoup']",Négatif,plus chauffeurs arriver tôt
Commissariat de Police Nationale,"Voiture de police garée devant le commissariat sur le trottoir
Fais ce que je te dis, ne fais pas ce que je fais !","36 Rue Boucher de Perthes, 80100 Abbeville",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['voiture', 'police', 'garée', 'devant', 'commissariat', 'trottoir', 'fais', 'dis', 'fais', 'fais']",Négatif,fais voiture police garée
Commissariat de Police Nationale,Amabilité 0! Des efforts à faire !,"36 Rue Boucher de Perthes, 80100 Abbeville",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,"['amabilité', 'efforts', 'faire']",Négatif,amabilité efforts faire
Commissariat de Police de Dunkerque,Merci a la municipalité d'avoir mit plusieurs véhicules en fourrière alors que nous devions rentrer chez nous aujourd'hui 8 mai. Nous sommes arrivés vendredi 6 au soir et aucun panneau ne signalait une mise en garde pour stationnement …,"60 Quai des Hollandais, 59140 Dunkerque",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,"['merci', 'municipalité', 'avoir', 'mit', 'plusieurs', 'véhicules', 'fourrière', 'alors', 'devions', 'rentrer', 'chez', 'aujourd', 'hui', 'mai', 'arrivés', 'vendredi', 'soir', 'aucun', 'panneau', 'signalait', 'mise', 'garde', 'stationnement']",Négatif,merci municipalité avoir mit
